fips,county,state,vet2015,vet2016
19105,Jones,IA,1734,1706
19107,Keokuk,IA,756,728
19109,Kossuth,IA,1274,1221
19111,Lee,IA,3139,3065
19113,Linn,IA,15419,15141
19115,Louisa,IA,738,720
19117,Lucas,IA,702,687
19119,Lyon,IA,649,628
19121,Madison,IA,1220,1187
19123,Mahaska,IA,1444,1400
19125,Marion,IA,2062,2033
19127,Marshall,IA,3062,2974
19129,Mills,IA,1316,1300
19131,Mitchell,IA,801,772
19133,Monona,IA,916,892
19135,Monroe,IA,572,559
19137,Montgomery,IA,917,891
19139,Muscatine,IA,2535,2484
19141,O'Brien,IA,1179,1136
19143,Osceola,IA,476,460
19145,Page,IA,1256,1223
19147,Palo Alto,IA,717,683
19149,Plymouth,IA,1933,1887
19151,Pocahontas,IA,691,669
19153,Polk,IA,27483,26910
19155,Pottawattamie,IA,7379,7262
19157,Poweshiek,IA,1320,1280
19159,Ringgold,IA,392,376
19161,Sac,IA,896,866
19163,Scott,IA,12881,12651
19165,Shelby,IA,1039,1004
19167,Sioux,IA,1589,1536
19169,Story,IA,4256,4216
19171,Tama,IA,1329,1286
19173,Taylor,IA,475,463
19175,Union,IA,940,920
19177,Van Buren,IA,646,624
19179,Wapello,IA,2667,2593
19181,Warren,IA,3565,3516
19183,Washington,IA,1549,1521
19185,Wayne,IA,559,535
19187,Webster,IA,2873,2798
19189,Winnebago,IA,774,750
19191,Winneshiek,IA,1363,1309
19193,Woodbury,IA,7004,6900
19195,Worth,IA,663,640
19197,Wright,IA,932,896
20001,Allen,KS,1065,1035
20003,Anderson,KS,568,554
20005,Atchison,KS,1107,1082
20007,Barber,KS,319,311
20009,Barton,KS,1911,1846
20011,Bourbon,KS,998,978
20013,Brown,KS,834,816
20015,Butler,KS,5172,5098
20017,Chase,KS,250,241
20019,Chautauqua,KS,283,273
20021,Cherokee,KS,1492,1456
20023,Cheyenne,KS,246,233
20025,Clark,KS,162,152
20027,Clay,KS,1014,1007
20029,Cloud,KS,737,718
20031,Coffey,KS,692,682
20033,Comanche,KS,139,133
20035,Cowley,KS,2452,2411
20037,Crawford,KS,2322,2273
20039,Decatur,KS,249,239
20041,Dickinson,KS,2150,2131
20043,Doniphan,KS,607,596
20045,Douglas,KS,5355,5300
20047,Edwards,KS,210,202
20049,Elk,KS,287,278
20051,Ellis,KS,1569,1514
20053,Ellsworth,KS,434,426
20055,Finney,KS,1126,1105
20057,Ford,KS,1190,1151
20059,Franklin,KS,1719,1697
20061,Geary,KS,6495,7085
20063,Gove,KS,173,164
20065,Graham,KS,189,182
20067,Grant,KS,236,233
20069,Gray,KS,198,191
20071,Greeley,KS,60,58
20073,Greenwood,KS,559,544
20075,Hamilton,KS,115,112
20077,Harper,KS,376,365
20079,Harvey,KS,2000,1970
20081,Haskell,KS,130,128
20083,Hodgeman,KS,169,163
20085,Jackson,KS,1223,1196
20087,Jefferson,KS,1479,1454
20089,Jewell,KS,319,306
20091,Johnson,KS,31539,30752
20093,Kearny,KS,187,182
20095,Kingman,KS,582,566
20097,Kiowa,KS,175,165
20099,Labette,KS,1408,1381
20101,Lane,KS,119,114
20103,Leavenworth,KS,10169,10243
20105,Lincoln,KS,276,268
20107,Linn,KS,850,834
20109,Logan,KS,217,207
20111,Lyon,KS,1946,1884
20113,McPherson,KS,1765,1725
20115,Marion,KS,695,680
20117,Marshall,KS,821,800
20119,Meade,KS,250,243
20121,Miami,KS,2286,2252
20123,Mitchell,KS,430,409
20125,Montgomery,KS,2463,2413
20127,Morris,KS,635,625
20129,Morton,KS,139,135
20131,Nemaha,KS,621,601
20133,Neosho,KS,1136,1109
20135,Ness,KS,236,225
20137,Norton,KS,428,411
20139,Osage,KS,1491,1455
20141,Osborne,KS,245,235
20143,Ottawa,KS,468,457
20145,Pawnee,KS,469,457
20147,Phillips,KS,358,350
20149,Pottawatomie,KS,1814,1814
20151,Pratt,KS,576,556
20153,Rawlins,KS,204,198
20155,Reno,KS,4376,4274
20157,Republic,KS,475,457
20159,Rice,KS,659,642
20161,Riley,KS,6278,6854
20163,Rooks,KS,348,334
20165,Rush,KS,283,274
20167,Russell,KS,551,534
20169,Saline,KS,4057,3992
20171,Scott,KS,334,322
20173,Sedgwick,KS,34985,34386
20175,Seward,KS,603,592
20177,Shawnee,KS,14957,14676
20179,Sheridan,KS,198,187
20181,Sherman,KS,360,353
20183,Smith,KS,350,332
20185,Stafford,KS,305,292
20187,Stanton,KS,69,64
20189,Stevens,KS,229,223
20191,Sumner,KS,1871,1843
20193,Thomas,KS,504,489
20195,Trego,KS,264,254
20197,Wabaunsee,KS,629,618
20199,Wallace,KS,101,95
20201,Washington,KS,432,413
20203,Wichita,KS,81,79
20205,Wilson,KS,680,667
20207,Woodson,KS,294,286
20209,Wyandotte,KS,9838,9524
21001,Adair,KY,1088,1081
21003,Allen,KY,1456,1438
21005,Anderson,KY,1648,1644
21007,Ballard,KY,660,645
21009,Barren,KY,2767,2730
21011,Bath,KY,549,544
21013,Bell,KY,1628,1581
21015,Boone,KY,7991,7973
21017,Bourbon,KY,1343,1316
21019,Boyd,KY,3896,3825
21021,Boyle,KY,2026,1981
21023,Bracken,KY,565,560
21025,Breathitt,KY,619,608
21027,Breckinridge,KY,1448,1447
21029,Bullitt,KY,6389,6401
21031,Butler,KY,835,827
21033,Caldwell,KY,1080,1053
21035,Calloway,KY,2371,2342
21037,Campbell,KY,5682,5551
21039,Carlisle,KY,383,372
21041,Carroll,KY,742,733
21043,Carter,KY,1551,1524
21045,Casey,KY,1057,1042
21047,Christian,KY,8332,8843
21049,Clark,KY,2766,2746
21051,Clay,KY,928,906
21053,Clinton,KY,506,499
21055,Crittenden,KY,668,656
21057,Cumberland,KY,462,452
21059,Daviess,KY,7099,6968
21061,Edmonson,KY,787,780
21063,Elliott,KY,324,321
21065,Estill,KY,916,902
21067,Fayette,KY,17208,16970
21069,Fleming,KY,1089,1043
21071,Floyd,KY,1693,1639
21073,Franklin,KY,3834,3771
21075,Fulton,KY,533,524
21077,Gallatin,KY,650,645
21079,Garrard,KY,1141,1136
21081,Grant,KY,1601,1592
21083,Graves,KY,2374,2307
21085,Grayson,KY,1781,1757
21087,Green,KY,803,787
21089,Greenup,KY,2933,2880
21091,Hancock,KY,630,624
21093,Hardin,KY,15936,16386
21095,Harlan,KY,1773,1737
21097,Harrison,KY,1406,1379
21099,Hart,KY,1063,1064
21101,Henderson,KY,3212,3132
21103,Henry,KY,1094,1085
21105,Hickman,KY,297,294
21107,Hopkins,KY,3275,3213
21109,Jackson,KY,630,617
21111,Jefferson,KY,52025,50765
21113,Jessamine,KY,3445,3401
21115,Johnson,KY,1527,1482
21117,Kenton,KY,10952,10764
21119,Knott,KY,757,746
21121,Knox,KY,1656,1637
21123,Larue,KY,1114,1105
21125,Laurel,KY,4049,4001
21127,Lawrence,KY,872,861
21129,Lee,KY,399,395
21131,Leslie,KY,406,398
21133,Letcher,KY,1202,1172
21135,Lewis,KY,872,853
21137,Lincoln,KY,1491,1467
21139,Livingston,KY,679,669
21141,Logan,KY,1906,1877
21143,Lyon,KY,792,776
21145,McCracken,KY,5073,4995
21147,McCreary,KY,1047,1041
21149,McLean,KY,559,546
21151,Madison,KY,5683,5673
21153,Magoffin,KY,351,338
21155,Marion,KY,1052,1041
21157,Marshall,KY,2466,2425
21159,Martin,KY,441,436
21161,Mason,KY,1181,1159
21163,Meade,KY,3520,3560
21165,Menifee,KY,391,386
21167,Mercer,KY,1612,1590
21169,Metcalfe,KY,652,638
21171,Monroe,KY,670,658
21173,Montgomery,KY,1676,1676
21175,Morgan,KY,583,569
21177,Muhlenberg,KY,2023,1998
21179,Nelson,KY,3381,3374
21181,Nicholas,KY,410,403
21183,Ohio,KY,1814,1790
21185,Oldham,KY,4009,3972
21187,Owen,KY,747,741
21189,Owsley,KY,171,166
21191,Pendleton,KY,1018,1009
21193,Perry,KY,1452,1401
21195,Pike,KY,2826,2781
21197,Powell,KY,911,904
21199,Pulaski,KY,5011,4955
21201,Robertson,KY,143,140
21203,Rockcastle,KY,967,953
21205,Rowan,KY,1200,1183
21207,Russell,KY,1107,1084
21209,Scott,KY,3185,3203
21211,Shelby,KY,2759,2773
21213,Simpson,KY,1204,1191
21215,Spencer,KY,1195,1198
21217,Taylor,KY,1515,1500
21219,Todd,KY,869,861
21221,Trigg,KY,1506,1497
21223,Trimble,KY,622,618
21225,Union,KY,935,921
21227,Warren,KY,7237,7130
21229,Washington,KY,631,628
21231,Wayne,KY,1142,1118
21233,Webster,KY,874,854
21235,Whitley,KY,2518,2496
21237,Wolfe,KY,359,355
21239,Woodford,KY,1706,1685
22001,Acadia,LA,3291,3229
22003,Allen,LA,1394,1364
22005,Ascension,LA,5840,5839
22007,Assumption,LA,1083,1077
22009,Avoyelles,LA,2495,2485
22011,Beauregard,LA,3520,3527
22013,Bienville,LA,1065,1043
22015,Bossier,LA,14649,14841
22017,Caddo,LA,18944,18711
22019,Calcasieu,LA,14623,14346
22021,Caldwell,LA,632,624
22023,Cameron,LA,400,392
22025,Catahoula,LA,501,493
22027,Claiborne,LA,1046,1022
22029,Concordia,LA,1186,1174
22031,De Soto,LA,1959,1938
22033,East Baton Rouge,LA,24411,23870
22035,East Carroll,LA,322,322
22037,East Feliciana,LA,1087,1084
22039,Evangeline,LA,1766,1725
22041,Franklin,LA,1229,1190
22043,Grant,LA,1569,1563
22045,Iberia,LA,3572,3515
22047,Iberville,LA,1509,1497
22049,Jackson,LA,1132,1109
22051,Jefferson,LA,24269,23581
22053,Jefferson Davis,LA,2122,2057
22055,Lafayette,LA,13850,13746
22057,Lafourche,LA,4146,4077
22059,La Salle,LA,929,906
22061,Lincoln,LA,2541,2489
22063,Livingston,LA,8755,8736
22065,Madison,LA,540,536
22067,Morehouse,LA,1768,1737
22069,Natchitoches,LA,2468,2427
22071,Orleans,LA,18774,18397
22073,Ouachita,LA,9834,9717
22075,Plaquemines,LA,1646,1726
22077,Pointe Coupee,LA,1272,1247
22079,Rapides,LA,10694,10593
22081,Red River,LA,498,492
22083,Richland,LA,1110,1101
22085,Sabine,LA,1855,1817
22087,Saint Bernard,LA,1862,1858
22089,Saint Charles,LA,3137,3108
22091,Saint Helena,LA,531,529
22093,Saint James,LA,1049,1026
22095,Saint John The Baptist,LA,2746,2683
22097,Saint Landry,LA,4767,4687
22099,Saint Martin,LA,2864,2836
22101,Saint Mary,LA,3000,2937
22103,Saint Tammany,LA,18823,18765
22105,Tangipahoa,LA,6982,6979
22107,Tensas,LA,290,279
22109,Terrebonne,LA,5909,5799
22111,Union,LA,1679,1650
22113,Vermilion,LA,3214,3153
22115,Vernon,LA,7777,8339
22117,Washington,LA,3200,3144
22119,Webster,LA,2917,2858
22121,West Baton Rouge,LA,1320,1314
22123,West Carroll,LA,574,567
22125,West Feliciana,LA,637,634
22127,Winn,LA,878,866
23001,Androscoggin,ME,10173,9941
23003,Aroostook,ME,6931,6770
23005,Cumberland,ME,20585,20032
23007,Franklin,ME,2793,2731
23009,Hancock,ME,5097,4969
23011,Kennebec,ME,11007,10795
23013,Knox,ME,3639,3530
23015,Lincoln,ME,3442,3326
23017,Oxford,ME,5684,5541
23019,Penobscot,ME,13429,13231
23021,Piscataquis,ME,2017,1965
23023,Sagadahoc,ME,4194,4107
23025,Somerset,ME,4952,4866
23027,Waldo,ME,3582,3500
23029,Washington,ME,3473,3386
23031,York,ME,18557,18094
24001,Allegany,MD,6445,6254
24003,Anne Arundel,MD,53804,52909
24005,Baltimore,MD,50869,49081
24009,Calvert,MD,9945,9682
24011,Caroline,MD,2403,2371
24013,Carroll,MD,10947,10716
24015,Cecil,MD,7447,7436
24017,Charles,MD,17236,17123
24019,Dorchester,MD,2670,2614
24021,Frederick,MD,17918,17586
24023,Garrett,MD,2392,2344
24025,Harford,MD,20175,19896
24027,Howard,MD,18657,18347
24029,Kent,MD,1909,1845
24031,Montgomery,MD,45264,43450
24033,Prince George's,MD,61856,60379
24035,Queen Anne's,MD,3844,3778
24037,Saint Mary's,MD,13031,12990
24039,Somerset,MD,1753,1731
24041,Talbot,MD,3552,3430
24043,Washington,MD,11523,11299
24045,Wicomico,MD,7150,7074
24047,Worcester,MD,5046,4916
24510,Baltimore City,MD,32687,31785
25001,Barnstable,MA,20268,19397
25003,Berkshire,MA,9434,9103
25005,Bristol,MA,31835,30829
25007,Dukes,MA,990,946
25009,Essex,MA,38641,36954
25011,Franklin,MA,5251,5098
25013,Hampden,MA,29018,28069
25015,Hampshire,MA,9741,9467
25017,Middlesex,MA,65811,62839
25019,Nantucket,MA,608,584
25021,Norfolk,MA,33953,32408
25023,Plymouth,MA,33292,32218
25025,Suffolk,MA,22037,21194
25027,Worcester,MA,48807,47151
26001,Alcona,MI,1549,1509
26003,Alger,MI,983,957
26005,Allegan,MI,7068,6920
26007,Alpena,MI,2822,2757
26009,Antrim,MI,2220,2168
26011,Arenac,MI,1351,1321
26013,Baraga,MI,783,768
26015,Barry,MI,4540,4443
26017,Bay,MI,7650,7495
26019,Benzie,MI,1827,1777
26021,Berrien,MI,11756,11355
26023,Branch,MI,2996,2921
26025,Calhoun,MI,11293,10963
26027,Cass,MI,4287,4162
26029,Charlevoix,MI,2291,2228
26031,Cheboygan,MI,2552,2484
26033,Chippewa,MI,3377,3310
26035,Clare,MI,2765,2715
26037,Clinton,MI,5070,4925
26039,Crawford,MI,1585,1564
26041,Delta,MI,4038,3936
26043,Dickinson,MI,2729,2662
26045,Eaton,MI,7413,7226
26047,Emmet,MI,2608,2546
26049,Genesee,MI,28290,27435
26051,Gladwin,MI,2460,2412
26053,Gogebic,MI,1678,1623
26055,Grand Traverse,MI,6552,6426
26057,Gratiot,MI,2616,2531
26059,Hillsdale,MI,3435,3341
26061,Houghton,MI,2759,2701
26063,Huron,MI,2494,2407
26065,Ingham,MI,14648,14212
26067,Ionia,MI,4130,4041
26069,Iosco,MI,3320,3245
26071,Iron,MI,1469,1417
26073,Isabella,MI,3145,3089
26075,Jackson,MI,11318,10997
26077,Kalamazoo,MI,14146,13826
26079,Kalkaska,MI,1599,1574
26081,Kent,MI,33699,32560
26083,Keweenaw,MI,317,306
26085,Lake,MI,1203,1174
26087,Lapeer,MI,6204,6069
26089,Leelanau,MI,1952,1889
26091,Lenawee,MI,7654,7420
26093,Livingston,MI,11149,10863
26095,Luce,MI,546,531
26097,Mackinac,MI,1063,1038
26099,Macomb,MI,51256,49596
26101,Manistee,MI,2517,2455
26103,Marquette,MI,6578,6422
26105,Mason,MI,2592,2537
26107,Mecosta,MI,3107,3045
26109,Menominee,MI,2382,2301
26111,Midland,MI,5364,5238
26113,Missaukee,MI,1125,1101
26115,Monroe,MI,11730,11416
26117,Montcalm,MI,4608,4516
26119,Montmorency,MI,1102,1071
26121,Muskegon,MI,13231,12964
26123,Newaygo,MI,3832,3763
26125,Oakland,MI,62817,60366
26127,Oceana,MI,2167,2111
26129,Ogemaw,MI,2291,2248
26131,Ontonagon,MI,925,898
26133,Osceola,MI,2090,2046
26135,Oscoda,MI,978,960
26137,Otsego,MI,2311,2262
26139,Ottawa,MI,14264,13912
26141,Presque Isle,MI,1430,1388
26143,Roscommon,MI,2867,2811
26145,Saginaw,MI,14434,13968
26147,Saint Clair,MI,13382,13029
26149,Saint Joseph,MI,4028,3917
26151,Sanilac,MI,3030,2935
26153,Schoolcraft,MI,786,763
26155,Shiawassee,MI,4960,4850
26157,Tuscola,MI,4140,4031
26159,Van Buren,MI,5017,4909
26161,Washtenaw,MI,14727,14315
26163,Wayne,MI,95309,91203
26165,Wexford,MI,2728,2682
27001,Aitkin,MN,1928,1874
27003,Anoka,MN,23011,22462
27005,Becker,MN,3155,3058
27007,Beltrami,MN,3187,3111
27009,Benton,MN,3055,3012
27011,Big Stone,MN,469,448
27013,Blue Earth,MN,3789,3740
27015,Brown,MN,1965,1893
27017,Carlton,MN,2928,2882
27019,Carver,MN,4768,4685
27021,Cass,MN,3083,3023
27023,Chippewa,MN,856,822
27025,Chisago,MN,4062,3995
27027,Clay,MN,3921,3858
27029,Clearwater,MN,900,875
27031,Cook,MN,473,458
27033,Cottonwood,MN,856,817
27035,Crow Wing,MN,5977,5861
27037,Dakota,MN,26281,25689
27039,Dodge,MN,1379,1349
27041,Douglas,MN,3167,3095
27043,Faribault,MN,1219,1183
27045,Fillmore,MN,1537,1483
27047,Freeborn,MN,2645,2541
27049,Goodhue,MN,3842,3738
27051,Grant,MN,530,508
27053,Hennepin,MN,58770,56055
27055,Houston,MN,1427,1391
27057,Hubbard,MN,2111,2062
27059,Isanti,MN,2924,2871
27061,Itasca,MN,4478,4354
27063,Jackson,MN,780,756
27065,Kanabec,MN,1431,1411
27067,Kandiyohi,MN,2606,2516
27069,Kittson,MN,328,316
27071,Koochiching,MN,1231,1186
27073,Lac Qui Parle,MN,633,607
27075,Lake,MN,1141,1100
27077,Lake of the Woods,MN,389,377
27079,Le Sueur,MN,1990,1952
27081,Lincoln,MN,517,492
27083,Lyon,MN,1523,1482
27085,McLeod,MN,2772,2706
27087,Mahnomen,MN,389,377
27089,Marshall,MN,642,623
27091,Martin,MN,1687,1621
27093,Meeker,MN,1851,1795
27095,Mille Lacs,MN,2335,2287
27097,Morrison,MN,2782,2735
27099,Mower,MN,2873,2745
27101,Murray,MN,745,720
27103,Nicollet,MN,2077,2004
27105,Nobles,MN,1178,1141
27107,Norman,MN,512,493
27109,Olmsted,MN,9867,9594
27111,Otter Tail,MN,5161,4985
27113,Pennington,MN,982,954
27115,Pine,MN,2566,2526
27117,Pipestone,MN,685,657
27119,Polk,MN,2283,2236
27121,Pope,MN,950,908
27123,Ramsey,MN,26283,25203
27125,Red Lake,MN,269,259
27127,Redwood,MN,1151,1103
27129,Renville,MN,1103,1067
27131,Rice,MN,4235,4123
27133,Rock,MN,682,668
27135,Roseau,MN,1185,1150
27137,Saint Louis,MN,16344,16024
27139,Scott,MN,6792,6722
27141,Sherburne,MN,5927,5892
27143,Sibley,MN,923,894
27145,Stearns,MN,10469,10246
27147,Steele,MN,2562,2485
27149,Stevens,MN,585,557
27151,Swift,MN,712,683
27153,Todd,MN,1971,1925
27155,Traverse,MN,350,329
27157,Wabasha,MN,1906,1833
27159,Wadena,MN,1260,1225
27161,Waseca,MN,1303,1277
27163,Washington,MN,14746,14467
27165,Watonwan,MN,833,797
27167,Wilkin,MN,468,459
27169,Winona,MN,2973,2889
27171,Wright,MN,7847,7823
27173,Yellow Medicine,MN,802,768
28001,Adams,MS,1911,1852
28003,Alcorn,MS,1949,1924
28005,Amite,MS,775,762
28007,Attala,MS,1187,1166
28009,Benton,MS,379,368
28011,Bolivar,MS,1362,1342
28013,Calhoun,MS,756,746
28015,Carroll,MS,581,571
28017,Chickasaw,MS,805,788
28019,Choctaw,MS,582,567
28021,Claiborne,MS,423,420
28023,Clarke,MS,1032,1014
28025,Clay,MS,1154,1127
28027,Coahoma,MS,1128,1101
28029,Copiah,MS,1743,1720
28031,Covington,MS,1290,1266
28033,De Soto,MS,10650,10685
28035,Forrest,MS,6080,5913
28037,Franklin,MS,509,498
28039,George,MS,1347,1344
28041,Greene,MS,777,771
28043,Grenada,MS,1475,1463
28045,Hancock,MS,4163,4130
28047,Harrison,MS,22444,22664
28049,Hinds,MS,14152,13826
28051,Holmes,MS,585,571
28053,Humphreys,MS,393,389
28055,Issaquena,MS,74,71
28057,Itawamba,MS,1368,1343
28059,Jackson,MS,14437,14422
28061,Jasper,MS,1054,1040
28063,Jefferson,MS,278,276
28065,Jefferson Davis,MS,765,752
28067,Jones,MS,4261,4138
28069,Kemper,MS,630,615
28071,Lafayette,MS,2350,2312
28073,Lamar,MS,3888,3927
28075,Lauderdale,MS,6485,6369
28077,Lawrence,MS,730,717
28079,Leake,MS,1237,1201
28081,Lee,MS,5267,5181
28083,Leflore,MS,1275,1228
28085,Lincoln,MS,1837,1809
28087,Lowndes,MS,4839,4796
28089,Madison,MS,5828,5755
28091,Marion,MS,1467,1436
28093,Marshall,MS,1826,1815
28095,Monroe,MS,2486,2441
28097,Montgomery,MS,718,707
28099,Neshoba,MS,1699,1657
28101,Newton,MS,1578,1576
28103,Noxubee,MS,426,414
28105,Oktibbeha,MS,2100,2065
28107,Panola,MS,2005,1957
28109,Pearl River,MS,4653,4618
28111,Perry,MS,900,892
28113,Pike,MS,2676,2598
28115,Pontotoc,MS,1556,1538
28117,Prentiss,MS,1248,1234
28119,Quitman,MS,356,346
28121,Rankin,MS,9131,9130
28123,Scott,MS,1298,1290
28125,Sharkey,MS,207,206
28127,Simpson,MS,1583,1565
28129,Smith,MS,862,852
28131,Stone,MS,1381,1388
28133,Sunflower,MS,1123,1092
28135,Tallahatchie,MS,651,635
28137,Tate,MS,1546,1536
28139,Tippah,MS,1105,1095
28141,Tishomingo,MS,1175,1151
28143,Tunica,MS,483,477
28145,Union,MS,1526,1499
28147,Walthall,MS,747,732
28149,Warren,MS,3005,2953
28151,Washington,MS,2720,2671
28153,Wayne,MS,968,956
28155,Webster,MS,640,631
28157,Wilkinson,MS,317,316
28159,Winston,MS,1096,1081
28161,Yalobusha,MS,799,790
28163,Yazoo,MS,1333,1311
29001,Adair,MO,1560,1524
29003,Andrew,MO,1200,1184
29005,Atchison,MO,482,465
29007,Audrain,MO,1828,1777
29009,Barry,MO,3094,3031
29011,Barton,MO,924,899
29013,Bates,MO,1227,1203
29015,Benton,MO,2303,2258
29017,Bollinger,MO,850,822
29019,Boone,MO,10179,10062
29021,Buchanan,MO,7024,6867
29023,Butler,MO,3830,3778
29025,Caldwell,MO,830,811
29027,Callaway,MO,3570,3527
29029,Camden,MO,4599,4509
29031,Cape Girardeau,MO,6124,6032
29033,Carroll,MO,774,757
29035,Carter,MO,628,617
29037,Cass,MO,8517,8441
29039,Cedar,MO,1377,1344
29041,Chariton,MO,630,606
29043,Christian,MO,7038,7031
29045,Clark,MO,479,463
29047,Clay,MO,17767,17604
29049,Clinton,MO,2080,2037
29051,Cole,MO,6607,6474
29053,Cooper,MO,1317,1299
29055,Crawford,MO,2290,2236
29057,Dade,MO,758,744
29059,Dallas,MO,1551,1532
29061,Daviess,MO,736,717
29063,De Kalb,MO,974,931
29065,Dent,MO,1441,1407
29067,Douglas,MO,957,939
29069,Dunklin,MO,2067,2041
29071,Franklin,MO,8218,8131
29073,Gasconade,MO,1455,1420
29075,Gentry,MO,506,494
29077,Greene,MO,21721,21578
29079,Grundy,MO,902,877
29081,Harrison,MO,777,753
29083,Henry,MO,2113,2095
29085,Hickory,MO,896,869
29087,Holt,MO,399,388
29089,Howard,MO,777,760
29091,Howell,MO,3604,3543
29093,Iron,MO,923,900
29095,Jackson,MO,49216,47746
29097,Jasper,MO,8003,7943
29099,Jefferson,MO,18046,17916
29101,Johnson,MO,6305,6503
29103,Knox,MO,294,286
29105,Laclede,MO,3137,3128
29107,Lafayette,MO,2807,2758
29109,Lawrence,MO,3311,3258
29111,Lewis,MO,826,806
29113,Lincoln,MO,3919,3915
29115,Linn,MO,928,907
29117,Livingston,MO,1185,1158
29119,McDonald,MO,1872,1850
29121,Macon,MO,1287,1252
29123,Madison,MO,1132,1111
29125,Maries,MO,953,932
29127,Marion,MO,2250,2204
29129,Mercer,MO,281,273
29131,Miller,MO,2223,2174
29133,Mississippi,MO,843,826
29135,Moniteau,MO,1066,1052
29137,Monroe,MO,611,601
29139,Montgomery,MO,930,914
29141,Morgan,MO,2012,1993
29143,New Madrid,MO,1376,1346
29145,Newton,MO,4490,4431
29147,Nodaway,MO,1336,1307
29149,Oregon,MO,927,902
29151,Osage,MO,1019,992
29153,Ozark,MO,1127,1101
29155,Pemiscot,MO,1127,1110
29157,Perry,MO,1443,1417
29159,Pettis,MO,3593,3533
29161,Phelps,MO,4104,4067
29163,Pike,MO,1355,1324
29165,Platte,MO,6848,6791
29167,Polk,MO,2496,2463
29169,Pulaski,MO,7816,8318
29171,Putnam,MO,475,463
29173,Ralls,MO,826,813
29175,Randolph,MO,1895,1852
29177,Ray,MO,1963,1923
29179,Reynolds,MO,672,652
29181,Ripley,MO,1215,1200
29183,Saint Charles,MO,27011,26722
29185,Saint Clair,MO,1051,1027
29186,Sainte Genevieve,MO,1409,1371
29187,St. Francois,MO,5358,5295
29189,Saint Louis,MO,63594,61182
29195,Saline,MO,1737,1689
29197,Schuyler,MO,283,276
29199,Scotland,MO,365,348
29201,Scott,MO,3048,3006
29203,Shannon,MO,683,669
29205,Shelby,MO,485,471
29207,Stoddard,MO,2579,2533
29209,Stone,MO,3392,3363
29211,Sullivan,MO,413,402
29213,Taney,MO,4906,4851
29215,Texas,MO,2420,2427
29217,Vernon,MO,1657,1606
29219,Warren,MO,2774,2750
29221,Washington,MO,1995,1979
29223,Wayne,MO,1321,1298
29225,Webster,MO,2736,2724
29227,Worth,MO,196,181
29229,Wright,MO,1617,1586
29510,Saint Louis City,MO,18228,17636
30001,Beaverhead,MT,787,770
30003,Big Horn,MT,636,624
30005,Blaine,MT,459,453
30007,Broadwater,MT,654,648
30009,Carbon,MT,1063,1027
30011,Carter,MT,103,100
30013,Cascade,MT,11035,11156
30015,Chouteau,MT,423,408
30017,Custer,MT,1093,1069
30019,Daniels,MT,162,156
30021,Dawson,MT,723,710
30023,Deer Lodge,MT,933,923
30025,Fallon,MT,166,165
30027,Fergus,MT,1043,1012
30029,Flathead,MT,8843,8755
30031,Gallatin,MT,6008,6003
30033,Garfield,MT,73,71
30035,Glacier,MT,711,702
30037,Golden Valley,MT,83,80
30039,Granite,MT,402,388
30041,Hill,MT,1343,1325
30043,Jefferson,MT,1378,1376
30045,Judith Basin,MT,186,180
30047,Lake,MT,2730,2700
30049,Lewis and Clark,MT,6727,6713
30051,Liberty,MT,144,139
30053,Lincoln,MT,2557,2504
30055,McCone,MT,148,143
